year,w_bfvl,w_pork,w_poult,w_fish,fit_bfvl,fit_pork,fit_fish,fit_poult,res_bfvl,res_pork,res_poult,res_fish,zres_bfvl,zres_pork,zres_poult,zres_fish,bfvlp,porkp,poultp,fishp,bfvlq,porkq,poultq,fishq,xbfvl,xpork,xpoult,xfish,xtotal_calc,share_sum,lnP_stone,ln_real_x,beefq,vealq,cbfvlq,cporkq,cpoultq,cfishq,cpi,pop,pce,xtotal,diff_xtotal,share_gap,share_problem,ln_p_bfvl,lngp_bfvl,ln_p_pork,lngp_pork,ln_p_poult,lngp_poult,ln_p_fish,lngp_fish,wbar_bfvl,wbar_pork,wbar_poult,wbar_fish,ln_xtotal,meat_pce_share,d_bfvl_poult,d_pork_poult,d_poult_poult,d_fish_poult,L1_lngp_bfvl,L2_lngp_bfvl,L1_lngp_pork,L2_lngp_pork,L1_lngp_poult,L2_lngp_poult,L1_lngp_fish,L2_lngp_fish,y_bfvl,y_pork,y_fish
1996,.4135790541383981,.245674155689872,.205484862081123,.1352619280906068,.4498002238209804,.2501767029775602,.1493925910300898,.1506304821713695,-.0362211696825823,-.0045025472876882,.0548543799097535,-.014130662939483,-1.07786720432262,-.4311811628322227,1.386861949099066,-1.178120053326838,134.5,148.2,152.39999,173.10001,68.147903,48.134003,69.724899,14.480823,224.56438,133.39569,111.57378,73.444267,542.9781188964844,1,4.976189791919369,1.320879230511076,66.984467,1.1634349,166.96236,90.010582,73.211143,42.42881,156.85834,269.66699,5273.6001,542.97809,.000030517578125,0,0,4.901564199041894,.1705874859069372,4.998562692269829,.2719511947866362,5.02650860320323,.2407723078252815,5.153869497442218,.3721158388922943,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.297069022430445,.1029615649350812,-.0701848219183443,.0311788869613547,0,.1313435310670128,.1735570048340112,.1816781726010959,.1771807236341667,.1704817096312921,.1805987398217272,.1665634217053436,.3634125640722097,.3162818071847839,.4135790541383981,.245674155689872,.1352619280906068
1997,.4031827450998566,.2509635165431235,.2121793379043234,.1336744004526965,.4479679395193274,.251757120340154,.1504434739117378,.1498314662287807,-.0447851944194708,-.0007936037970305,.0623478716755427,-.0167690734590413,-1.332714893720062,-.0759985373097306,1.576316986471462,-1.3980930549694,136.8,155.89999,156.60001,177.10001,66.543098,47.618546,71.379791,14.250014,223.02585,138.82378,117.3698,73.943756,553.1631774902344,1,5.003777965741155,1.31187506909044,65.530357,1.0127441,163.03059,89.046677,74.948784,41.752544,160.52499,272.91199,5570.6001,553.16315,.000030517578125,0,0,4.918520027496621,.1875433143616645,5.049214736913534,.3226032394303413,5.053694822531898,.2679585271539491,5.176714579252455,.3949609207025313,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.315653034831595,.0993004645447391,-.0804152127922846,.0546447122763922,0,.1270023935485822,.1705874859069372,.1735570048340112,.2719511947866362,.1771807236341667,.2407723078252815,.1805987398217272,.3721158388922943,.3634125640722097,.4031827450998566,.2509635165431235,.1336744004526965
1998,.3995444198933233,.252796225428671,.2106819357728533,.1369774189051524,.4540822948248084,.2502977008303571,.1541374257218159,.1414825786230186,-.054537874931485,.0024985245983139,.0691993571498347,-.0171600068166635,-1.62293452412497,.239268279227343,1.749540428514132,-1.430686460537215,136.5,148.5,157.10001,181.7,67.301849,51.281792,71.948616,14.49396,225.0742,142.40697,118.68285,77.163094,563.3271102905273,1,4.994507686839508,1.339352785526937,66.505264,.79658836,164.88953,95.89695,75.546051,42.467304,163.00833,276.11499,5918.5,563.32715,-.0000381469726563,0,0,4.916324614625014,.1853479014900579,5.000584958242754,.2739734607595619,5.056882584112724,.2711462887347755,5.20235695860654,.4206033000566158,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.333860472366444,.0951807232052931,-.0857983872447177,.0028271720247863,0,.1494570113218403,.1875433143616645,.1705874859069372,.3226032394303413,.2719511947866362,.2679585271539491,.2407723078252815,.3949609207025313,.3721158388922943,.3995444198933233,.252796225428671,.1369774189051524
1999,.3981517832487709,.2459317694438528,.2175356380950522,.1383808092123241,.4560172191862154,.2465633723727774,.1534393205967564,.1439800878442508,-.0578654359374445,-.0006316029289246,.0735555502508014,-.0150585113844323,-1.721955867447933,-.0604847140833329,1.859676364142014,-1.255477843553907,139.2,145.89999,157.89999,185.3,68.011353,52.511662,76.435837,14.8481,231.94591,143.26915,126.7268,80.614639,582.5564956665039,1,5.002545056072814,1.364881112932659,67.312988,.69836551,166.62781,98.196808,80.257629,43.504932,166.58333,279.29501,6342.7998,582.55652,-.0000228881835938,0,0,4.935911725976772,.2049350128418155,4.982921413695184,.2563099162119915,5.061961882607285,.2762255872293364,5.221976149760595,.4402224912106707,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.367426169005474,.0918453228235233,-.071290574387521,-.0199156710173449,0,.1639969039813343,.1853479014900579,.1875433143616645,.2739734607595619,.3226032394303413,.2711462887347755,.2679585271539491,.4206033000566158,.3949609207025313,.3981517832487709,.2459317694438528,.1383808092123241
2000,.4050896994128588,.2435976320103424,.2125392448124129,.1387734237643859,.4419330453568427,.2407715170529106,.1483290658058281,.1689663717844186,-.0368433459439839,.0028261149574318,.0435728730279943,-.0095556420414422,-1.096381884918201,.2706395859459349,1.101635999074214,-.7966854463696227,148.10001,156.5,159.8,190.39999,68.194214,50.843399,77.373192,15.194598,247.43929,148.79575,129.82448,84.766403,610.8259124755859,1,5.053733727848019,1.361078268426956,67.532921,.66128904,167.07582,95.077156,81.241852,44.520172,172.19167,282.38501,6830.3999,610.82593,-.0000152587890625,0,0,4.997887762485877,.2669110493509201,5.053056009980208,.326444512497015,5.073923052429532,.2881867570515837,5.249127090300985,.4673734317510609,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.414811996274976,.0894275476119619,-.0212757077006636,.0382577554454313,0,.1791866746994772,.2049350128418155,.1853479014900579,.2563099162119915,.2739734607595619,.2762255872293364,.2711462887347755,.4402224912106707,.4206033000566158,.4050896994128588,.2435976320103424,.1387734237643859
2001,.4161640073733894,.2410893990134959,.2119101642989832,.1308364293141315,.4373359434546366,.2380535073405851,.1372794975494802,.1873310516552982,-.0211719360812472,.0030358916729108,.024579112643685,-.0064430682353487,-.6300330926364821,.2907286071901233,.621424143783991,-.5371798850155743,160.5,162.39999,164.89999,191.10001,66.620361,49.972839,77.041611,14.709026,261.9679,151.76152,133.39371,82.359222,629.4823455810547,1,5.10616114286793,1.338736665077933,66.026947,.59340775,163.21988,93.449211,80.893692,43.097446,177.04167,285.267,7148.7998,629.48236,-.0000152587890625,0,0,5.07829394257007,.3473172294351139,5.090062390144353,.3634508926611604,5.105339192552116,.3196028971741676,5.252796883185084,.4710432246351601,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.444897807945863,.0880542696367438,.0277143322609463,.0438479954869928,0,.1514403274609926,.2669110493509201,.2049350128418155,.326444512497015,.2563099162119915,.2881867570515837,.2762255872293364,.4673734317510609,.4402224912106707,.4161640073733894,.2410893990134959,.1308364293141315
2002,.411342967933859,.2383191611601854,.2181719510813096,.132165919824646,.4489989505252762,.2363462685741177,.1329231577680706,.1817316231325355,-.0376559825914172,.0019728925860678,.0364403279487741,-.0007572379434246,-1.120564273255544,.1889317457539955,.9213066363713446,-.0631334290629507,160.60001,161.8,167,188.10001,68.064995,51.282619,81.00737,15.61329,267.81534,155.16377,142.04642,86.049995,651.0755233764648,1,5.105918446023671,1.37270720078708,67.477516,.58747607,166.75923,95.898499,85.057739,45.746941,179.86667,288.02802,7439.2002,651.0755,.0000228881835938,0,0,5.078916839517117,.3479401263821602,5.086361023485688,.3597495260024957,5.117993812416755,.3322575170388067,5.236973768755233,.4552201102053086,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.478625646810751,.0875195593992366,.0156826093433535,.027492008963689,0,.1229625931665019,.3473172294351139,.2669110493509201,.3634508926611604,.326444512497015,.3196028971741676,.2881867570515837,.4710432246351601,.4673734317510609,.411342967933859,.2383191611601854,.132165919824646
2003,.4148184861611408,.2352185925047282,.2155497936595222,.1344131276746089,.4393089195768177,.2298006834208477,.1219022749396829,.2089881220626518,-.0244904334156769,.0054179090838805,.0065616715968704,.0125108527349259,-.728784719813383,.5188397121987542,.1658961905188429,1.043071125136253,175.10001,164.89999,169.10001,190,65.337387,51.542477,82.029602,16.314598,280.29413,158.93793,145.64766,90.823364,675.7030792236328,1,5.154242979576959,1.361510768057708,64.755836,.58154947,160.0766,96.384438,86.131081,47.801773,183.96666,290.70401,7804,675.70306,.0000152587890625,0,0,5.16535727414912,.4343805610141631,5.105339192552116,.3787276950689238,5.130490291998654,.3447539966207049,5.247024072160486,.4652704136105621,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.515753747634667,.0865841977477746,.0896265643934582,.0339736984482188,0,.1205164169898572,.3479401263821602,.3473172294351139,.3597495260024957,.3634508926611604,.3322575170388067,.3196028971741676,.4552201102053086,.4710432246351601,.4148184861611408,.2352185925047282,.1344131276746089
2004,.4297851455463488,.2246110894000846,.2182958975663782,.1273078674871885,.4456894845534006,.2256136483800264,.1077038043570477,.2209930627095253,-.0159043390070518,-.0010025589799418,-.0026971651431471,.0196040631301408,-.4732802825642481,-.0960088854506318,-.0681913771239555,1.63445550992064,195.3,174.2,181.7,194.3,66.33712,50.923119,84.50354,16.515371,317.41318,165.88409,161.22008,94.021851,738.5391998291016,1,5.233662025571348,1.371012155328684,65.837265,.4998503,162.52594,95.226234,88.728722,48.390041,188.89999,293.31,8285.0996,738.53918,.0000152587890625,0,0,5.274536853508633,.5435601403736765,5.1602040468997,.4335925494165078,5.20235695860654,.4166206632285911,5.269403372089816,.4876497135398923,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.604674180900031,.0891406542648453,.1269394771450854,.0169718861879167,0,.0710290503113011,.4343805610141631,.3479401263821602,.3787276950689238,.3597495260024957,.3447539966207049,.3322575170388067,.4652704136105621,.4552201102053086,.4297851455463488,.2246110894000846,.1273078674871885
2005,.4306005169456296,.2194753862037333,.2237840959208853,.1261400009297517,.4425605582462219,.2255606155957649,.1086895082456361,.2231893179123771,-.0119600413005923,-.0060852293920316,.0005947780085082,.0174504926841156,-.3559061287441294,-.5827448592336615,.0150375410249905,1.454905226994925,200.425,177.73334,185.26666,200.08333,65.870438,49.603153,86.412506,16.162489,323.45102,164.86171,168.09825,94.751656,751.1626358032227,1,5.257427113069269,1.364195074241659,65.410561,.45987418,161.38257,92.757896,90.733131,47.356094,195.26666,295.99399,8803.5,751.1626,.0000381469726563,0,0,5.300440127155448,.5694634140204915,5.18028432253035,.4536728250471578,5.2217962066773,.4360599112993517,5.29873392101253,.5169802624626056,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.621622187310928,.0853254541720024,.1334035027211398,.017612913747806,0,.0809203511632539,.5435601403736765,.4343805610141631,.4335925494165078,.3787276950689238,.4166206632285911,.3447539966207049,.4876497135398923,.4652704136105621,.4306005169456296,.2194753862037333,.1261400009297517
2006,.4323669912111689,.2143679750948488,.2193250624027262,.133939971291256,.4291008686391024,.221990899212537,.1153169710549404,.2335912610934202,.0032661225720665,-.0076229241176881,-.014266198690694,.0186230002363156,.0971930624130041,-.7300003920522335,-.3606867519930495,1.552661055283991,202.05,177.26666,182.00833,209.50833,66.161636,48.98576,86.933334,16.527985,327.51498,162.38225,166.13721,101.4586,757.493034362793,1,5.262827225198532,1.367187116582043,65.731026,.43060455,162.09601,91.603371,91.279999,48.426998,201.55,298.76599,9301,757.49304,-7.62939453125e-06,0,0,5.308515206628456,.5775384934934991,5.177655167186632,.4510436697034397,5.204052462396277,.418316167018328,5.344763506107657,.5630098475577334,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.630014341780575,.0814421066942042,.1592223264751711,.0327275026851117,0,.1446936805394055,.5694634140204915,.5435601403736765,.4536728250471578,.4335925494165078,.4360599112993517,.4166206632285911,.5169802624626056,.4876497135398923,.4323669912111689,.2143679750948488,.133939971291256
2007,.4311982630470408,.2170226626920152,.2186404690277631,.1331386052331809,.4331910270783427,.2235413309155161,.1157131513066394,.2275544906995019,-.0019927640313019,-.0065186682235009,-.0089140216717388,.0174254539265415,-.0593005420366385,-.6242526208246511,-.2253697424009213,1.452817663054384,211.05966,180.89525,191.36375,219.0865,65.45575,50.359158,85.412941,16.280319,338.46918,170.35199,171.62189,104.50718,784.9502334594727,1,5.302049045613006,1.363571273292822,65.059608,.39613673,160.36658,94.171623,89.683594,47.701332,207.33542,301.71399,9772.2998,784.9502,.0000381469726563,0,0,5.352140851162794,.6211641380278374,5.19791812568307,.4713066281998772,5.254176089468548,.4684397940905995,5.389466638474539,.6077129799246146,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.665620318905829,.080324002450575,.1527243439372379,.0028668341092777,0,.139273185834015,.5775384934934991,.5694634140204915,.4510436697034397,.4536728250471578,.418316167018328,.4360599112993517,.5630098475577334,.5169802624626056,.4311982630470408,.2170226626920152,.1331386052331809
2008,.4265421800592943,.2135172614807375,.2230899561056493,.1368506023543189,.4308323544797705,.2275198848666891,.1194467577425606,.2222010029109798,-.0042901744204762,-.0140026233859515,.0008889531946695,.0174038446117583,-.1276667305130488,-1.340944813786704,.0224750578235879,1.451016023089313,220.586,185.034,200.901,232.12199,62.556004,48.909237,83.822319,15.94828,338.07498,169.2326,176.81987,108.46703,792.5944900512695,1,5.343350185727889,1.331961543264779,62.148083,.40792295,153.26221,91.460274,88.013435,46.728458,215.30299,304.37485,10035.5,792.59448,7.62939453125e-06,0,0,5.396287634882873,.6653109217479161,5.220539573503826,.4939280760206337,5.302812254270211,.5170759588922627,5.447263069749729,.665509411199805,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.675311728992668,.07897907329493,.1482349628556534,-.0231478828716289,0,.1484334523075423,.6211641380278374,.5775384934934991,.4713066281998772,.4510436697034397,.4684397940905995,.418316167018328,.6077129799246146,.5630098475577334,.4265421800592943,.2135172614807375,.1368506023543189
2009,.4206109221045713,.2160298564721967,.2205111866361532,.1428480347870787,.4325009918676231,.2323273900838334,.1276131128285769,.2075585052199667,-.0118900697630517,-.0162975336116367,.0129526814161866,.0152349219585018,-.3538239202949902,-1.560714201309173,.3274776057001763,1.270185775927,218.27299,181.366,204.22,240.556,61.196568,49.559731,80.012108,15.768961,327.26019,168.08401,171.57076,111.14423,778.0591888427734,1,5.340581285653982,1.316221313834689,60.799438,.39712867,149.93159,92.676697,84.012711,46.203056,214.537,307.00656,9845.9004,778.0592,-.0000152587890625,0,0,5.385746549972022,.6547698368370654,5.200517074214789,.4739055767315969,5.319197850104785,.533461554726836,5.48295290965882,.7011992511088962,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.656802599488671,.0790236705607565,.1213082821102294,-.059555977995239,0,.1677376963820603,.6653109217479161,.6211641380278374,.4939280760206337,.4713066281998772,.5170759588922627,.4684397940905995,.665509411199805,.6077129799246146,.4206109221045713,.2160298564721967,.1428480347870787
2010,.4181049338000926,.2133035353662249,.2255376772734631,.1430538535602194,.4206912798360369,.2299670773960514,.1256480472689134,.2236935954989983,-.0025863460359443,-.0166635420298265,.0018440817744648,.017405806291306,-.0769643166050882,-1.595764568418678,.0466232021648813,1.451179574794084,224.511,189.957,203.978,243.229,59.757347,47.207485,82.785858,15.780701,328.69644,167.69023,177.3082,112.4629,786.1577682495117,1,5.366038068027526,1.301119427223277,59.35648,.40086567,146.4055,88.277992,86.925156,46.237453,218.056,309.33023,10215.7,786.15778,-7.62939453125e-06,0,0,5.413924710823099,.6829479976881423,5.246797734613454,.5201862371302619,5.318012129331813,.5322758339538645,5.494003402464101,.7122497439141773,.467138677933677,.24231339202851,.1741917984997599,.1163561315380531,6.667157495250803,.0769558378984382,.1506721637342778,-.0120895968236026,0,.1799739099603128,.6547698368370654,.6653109217479161,.4739055767315969,.4939280760206337,.533461554726836,.5170759588922627,.7011992511088962,.665509411199805,.4181049338000926,.2133035353662249,.1430538535602194
