year,beefq,vealq,bfvlq,porkq,poultq,fishq,cbfvlq,cporkq,cpoultq,cfishq,bfvlp,porkp,poultp,fishp,cpi,pop,pce,xbfvl,xpork,xpoult,xfish,xtotal,xtotal_calc,w_bfvl,w_pork,w_poult,w_fish,share_sum,share_gap,share_problem,diff_xtotal,ln_p_bfvl,lngp_bfvl,ln_p_pork,lngp_pork,ln_p_poult,lngp_poult,ln_p_fish,lngp_fish,wbar_bfvl,wbar_pork,wbar_poult,wbar_fish,lnP_stone,ln_xtotal,ln_real_x,meat_pce_share,d_bfvl_poult,d_pork_poult,d_poult_poult,d_fish_poult,L1_lngp_bfvl,L2_lngp_bfvl,L1_lngp_pork,L2_lngp_pork,L1_lngp_poult,L2_lngp_poult,L1_lngp_fish,L2_lngp_fish,y_bfvl,y_pork,y_fish
1998,66.50526049,0.796588378,67.30184887,51.28179201,71.94861923,14.49396085,164.8895297,95.89695105,75.5460502,42.46730529,136.5,148.5,157.1,181.7,163.0083333,276.115,5918.5,225.0742081,142.4069723,118.6828449,77.16309371,563.327119,563.3271190099999,0.3995444218903379,0.25279623063464135,0.21068193043604067,0.1369774170389802,1.0000000000000002,2.220446049250313e-16,FALSE,9.999894245993346e-9,4.916324614625014,0.18534790466563766,5.000584958242754,0.27397345376233684,5.056882545261575,0.2711462453470386,5.202356975402125,0.4206033169509258,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,4.994507682118094,6.3338604878449685,1.3393528057268744,0.0951807246785503,-0.08579834068140091,0.0028272084152982657,0,0.14945707160388721,0.18754329522907387,0.17058748908251697,0.32260327158331314,0.2719512083815685,0.26795848364216557,0.24077234333800934,0.3949608863375884,0.3721158037309644,0.3995444218903379,0.25279623063464135,0.1369774170389802
1999,67.31298448,0.698365527,68.01135001,52.51166258,76.43584036,14.84809968,166.6278075,98.19680902,80.25763238,43.50493206,139.2,145.9,157.9,185.3,166.5833333,279.295,6342.8,231.9459081,143.2691444,126.7268015,80.61463911,582.5564931,582.5564931099999,0.39815178586671995,0.24593176128748,0.21753564332184191,0.13838080952395826,1,0,FALSE,9.999894245993346e-9,4.935911747900319,0.2049350379409427,4.98292145552874,0.25630995104832266,5.061961921261596,0.2762256213470593,5.221976133291314,0.44022247484011423,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,5.002545081342211,6.367426164617052,1.3648810832748408,0.09184531959229361,-0.0712905834061166,-0.019915670298736643,0,0.16399685349305493,0.18534790466563766,0.18754329522907387,0.27397345376233684,0.32260327158331314,0.2711462453470386,0.26795848364216557,0.4206033169509258,0.3949608863375884,0.39815178586671995,0.24593176128748,0.13838080952395826
2000,67.53292281,0.661289009,68.19421182,50.84339756,77.37319241,15.19459779,167.075819,95.07715343,81.24185203,44.52017153,148.1,156.5,159.8,190.4,172.1916667,282.385,6830.4,247.4392879,148.7957451,129.8244795,84.76640659,610.8259191,610.82591909,0.40508969931831257,0.24359762814530506,0.2125392447219835,0.13877342781439894,1,0,FALSE,-1.0000007932831068e-8,4.997887721273753,0.26691101131437645,5.0530560099802075,0.32644450549979,5.073923033332174,0.28818673341763734,5.249127122357265,0.4673734639060658,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,5.053733709055987,6.414812007103616,1.3610782980476293,0.08942754730176856,-0.021275722103260897,0.03825777208215264,0,0.17918673048842848,0.2049350379409427,0.18534790466563766,0.25630995104832266,0.27397345376233684,0.2762256213470593,0.2711462453470386,0.44022247484011423,0.4206033169509258,0.40508969931831257,0.24359762814530506,0.13877342781439894
2001,66.02695078,0.593407749,66.62035853,49.97283894,77.04161424,14.70902623,163.2198784,93.44920882,80.89369496,43.09744686,160.5,162.4,164.9,191.1,177.0416667,285.267,7148.8,261.9679048,151.7615151,133.393703,82.35922095,629.4823439,629.48234385,0.4161640232794593,0.2410893912795168,0.21191015808981373,0.13083642735121012,1,0,FALSE,-5.000003966415534e-8,5.07829394257007,0.3473172326106937,5.0900624277275774,0.3634509232471599,5.105339229565553,0.31960292965101633,5.252796851246227,0.4710431927950278,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,5.1061611547267125,6.444897805195898,1.338736650469185,0.08805426698886526,0.02771430295967736,0.04384799359614355,0,0.1514402631440115,0.26691101131437645,0.2049350379409427,0.32644450549979,0.25630995104832266,0.28818673341763734,0.2762256213470593,0.4673734639060658,0.44022247484011423,0.4161640232794593,0.2410893912795168,0.13083642735121012
2002,67.47751686,0.58747606,68.06499292,51.28262137,81.00736947,15.61329003,166.7592327,95.89850196,85.05773795,45.7469398,160.6,161.8,167,188.1,179.8666667,288.028,7439.2,267.8153277,155.1637762,142.0464224,86.04999375,651.0755199,651.07552005,0.4113429540085194,0.2383191679332131,0.2181719601269779,0.1321659179312896,1,0,FALSE,1.500000053056283e-7,5.078916801512661,0.3479400915532844,5.086361004624392,0.3597495001439741,5.117993812416755,0.3322575125022187,5.236973736306985,0.45522007785578555,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,5.105918419947737,6.478625641701566,1.3727072217538288,0.08751956124986558,0.015682579051065737,0.027491987641755422,0,0.12296256535356687,0.3473172326106937,0.26691101131437645,0.3634509232471599,0.32644450549979,0.31960292965101633,0.28818673341763734,0.4710431927950278,0.4673734639060658,0.4113429540085194,0.2383191679332131,0.1321659179312896
2003,64.75583553,0.581549457,65.33738499,51.5424783,82.02960284,16.31459794,160.0765932,96.38443443,86.13108298,47.80177197,175.1,164.9,169.1,190,183.9666667,290.704,7804,280.2941147,158.9379324,145.6476613,90.82336674,675.7030752,675.70307514,0.4148184683663389,0.2352186015537511,0.21554979791948267,0.13441313216042736,1,0,FALSE,-5.999993391014868e-8,5.165357239291806,0.43438052933242943,5.105339229565553,0.3787277250851355,5.130490255904535,0.34475395598999814,5.247024072160486,0.4652704137092867,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,5.154242965945594,6.515753741591135,1.3615107756455416,0.08658419722450025,0.08962657334243129,0.033973769095137385,0,0.12051645771928854,0.3479400915532844,0.3473172326106937,0.3597495001439741,0.3634509232471599,0.3322575125022187,0.31960292965101633,0.45522007785578555,0.4710431927950278,0.4148184683663389,0.2352186015537511,0.13441313216042736
2004,65.83726881,0.499850293,66.3371191,50.9231188,84.50354192,16.51537216,162.5259418,95.22623215,88.72871902,48.39004042,195.3,174.2,181.7,194.3,188.9,293.31,8285.1,317.4131643,165.8840964,161.2200825,94.02184854,738.5391917,738.53919174,0.42978513239381905,0.22461109478723357,0.21829590670762525,0.12730786611132214,1,0,FALSE,4.000003173132427e-8,5.274536837882633,0.5435601279232563,5.160204064418402,0.43359255993798484,5.202356975402125,0.4166206754875885,5.269403356383394,0.4876496979321949,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,5.233662023550136,6.604674169947191,1.3710121463970548,0.08914064908570807,0.12693945243566773,0.016971884450396324,0,0.0710290224446064,0.43438052933242943,0.3479400915532844,0.3787277250851355,0.3597495001439741,0.34475395598999814,0.3322575125022187,0.4652704137092867,0.45522007785578555,0.42978513239381905,0.22461109478723357,0.12730786611132214
2005,65.41056172,0.459874187,65.8704359,49.60315345,86.41250836,16.16248978,161.382568,92.75789695,90.73313378,47.35609506,200.425,177.7333333,185.2666667,200.0833333,195.2666667,295.994,8803.5,323.4510118,164.8617022,168.0982525,94.75165352,751.1626201,751.1626200200001,0.43060051602592786,0.21947538097091476,0.22378410216355588,0.12614000083960142,1,0,FALSE,-7.999994977581082e-8,5.300440111929015,0.5694634019696387,5.180284299448897,0.45367279496847956,5.221796228820215,0.4360599289056779,5.298733946266656,0.5169802878154561,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,5.257427107089987,6.621622166299203,1.3641950592092158,0.08532545237916739,0.13340347306396083,0.017612866062801658,0,0.08092035890977822,0.5435601279232563,0.43438052933242943,0.43359255993798484,0.3787277250851355,0.4166206754875885,0.34475395598999814,0.4876496979321949,0.4652704137092867,0.43060051602592786,0.21947538097091476,0.12614000083960142
2006,65.7310293,0.430604553,66.16163385,48.98575992,86.93333244,16.52798511,162.0960029,91.60337106,91.27999906,48.42699638,202.05,177.2666667,182.0083333,209.5083333,201.55,298.766,9301,327.5149739,162.3822424,166.137205,101.458593,757.4930143,757.4930142999999,0.4323669891565362,0.21436797347901299,0.2193250655301786,0.13393997183427228,1,0,FALSE,-1.1368683772161603e-13,5.308515191524482,0.5775384815651057,5.17765519032885,0.4510436858484326,5.204052473391223,0.41831617347668626,5.344763515659411,0.5630098572082112,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,5.26282722669617,6.630014315294797,1.3671870885986266,0.08144210453714654,0.15922230808841942,0.032727512371746315,0,0.1446936837315249,0.5694634019696387,0.5435601279232563,0.45367279496847956,0.43359255993798484,0.4360599289056779,0.4166206754875885,0.5169802878154561,0.4876496979321949,0.4323669891565362,0.21436797347901299,0.13393997183427228
2007,65.05960975,0.396136739,65.45574649,50.35915682,85.41294434,16.28031845,160.3665789,94.17162326,89.68359155,47.70133305,211.0596667,180.89525,191.36375,219.0865,207.3354167,301.714,9772.3,338.4691669,170.3519933,171.6218839,104.507181,784.9502251,784.9502250999999,0.4311982544585935,0.21702266953079447,0.21864046714316945,0.13313860886744272,1,0,FALSE,-1.1368683772161603e-13,5.352140874069898,0.621164164110521,5.1979181344556284,0.4713066299752109,5.254176067142163,0.46843976722762637,5.389466629002502,0.6077129705513027,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,5.302049053362277,6.665620308256143,1.3635712548938663,0.08032399998976698,0.15272439688289463,0.00286686274758452,0,0.13927320332367632,0.5775384815651057,0.5694634019696387,0.4510436858484326,0.45367279496847956,0.41831617347668626,0.4360599289056779,0.5630098572082112,0.5169802878154561,0.4311982544585935,0.21702266953079447,0.13313860886744272
2008,62.14808175,0.407922944,62.5560047,48.90923782,83.82231668,15.94827988,153.2622115,91.46027472,88.01343251,46.72846006,220.586,185.034,200.901,232.122,215.303,304.374846,10035.5,338.0749819,169.2326047,176.8198661,108.4670361,792.5944887,792.5944888,0.42654218099831936,0.2135172614639558,0.22308995154345312,0.1368506059942717,1,0,FALSE,9.999996564147295e-8,5.396287641523565,0.6653109315641883,5.220539591975938,0.49392808749552053,5.302812249409297,0.5170759494947603,5.447263095518271,0.6655094370670716,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,5.343350195366901,6.675311727413967,1.3319615320470657,0.07897907317024563,0.14823498206942798,-0.023147861999239794,0,0.14843348757231123,0.621164164110521,0.5775384815651057,0.4713066299752109,0.4510436858484326,0.46843976722762637,0.41831617347668626,0.6077129705513027,0.5630098572082112,0.42654218099831936,0.2135172614639558,0.1368506059942717
2009,60.79943934,0.397128662,61.19656801,49.55973033,80.01210586,15.76896099,149.9315916,92.67669572,84.01271115,46.2030557,218.273,181.366,204.22,240.556,214.537,307.00655,9845.9,327.260183,168.084016,171.5707587,111.1442227,778.0591803,778.0591804000001,0.4206109139818331,0.21602986023966458,0.2205111937780819,0.1428480320004203,0.9999999999999999,-1.1102230246251565e-16,FALSE,1.0000007932831068e-7,5.3857465729014855,0.6547698629421088,5.2005170890221235,0.47390558454170595,5.319197844127392,0.5334615442128552,5.482952910673722,0.7011992522225228,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,5.340581298948365,6.6568025886376025,1.3162212896892376,0.07902367283844038,0.12130831872925363,-0.05955595967114924,0,0.16773770800966759,0.6653109315641883,0.621164164110521,0.49392808749552053,0.4713066299752109,0.5170759494947603,0.46843976722762637,0.6655094370670716,0.6077129705513027,0.4206109139818331,0.21602986023966458,0.1428480320004203
2010,59.3564796,0.400865662,59.75734526,47.20748403,82.78586166,15.78070103,146.4054959,88.27799514,86.92515474,46.23745402,224.511,189.957,203.978,243.229,218.056,309.330219,10215.7,328.6964429,167.6902312,177.3081921,112.462897,786.1577633,786.1577632000001,0.4181049380751062,0.21330353657951384,0.22553767246192347,0.14305385288345643,0.9999999999999999,-1.1102230246251565e-16,FALSE,-9.999996564147295e-8,5.413924703754786,0.682947993795409,5.24679773075773,0.5201862262773123,5.318012144891473,0.5322758449769358,5.494003386404133,0.7122497279529334,0.4671386771893912,0.24231339235157603,0.1741917988835807,0.11635613157545205,5.366038064545227,6.667157488827777,1.3011194242825503,0.07695583887545641,0.15067214881847324,-0.01208961869962355,0,0.1799738829759976,0.6547698629421088,0.6653109315641883,0.47390558454170595,0.49392808749552053,0.5334615442128552,0.5170759494947603,0.7011992522225228,0.6655094370670716,0.4181049380751062,0.21330353657951384,0.14305385288345643
